row_id,region,cluster_id,instance_type,deploy_channel,os_image,cpu_util,mem_pressure,disk_latency_ms,request_rate_rps,error_rate_pct,queue_depth,cache_hit_ratio,node_age_days,power_draw_watts,incident,split
22763,eu-west,eu-west-c19,r6i.2xlarge,canary,debian-12-v3,0.4983,0.5362,6.032,70.71,1.0254,6,0.9781,109.8,339.12,0,train
22764,ap-south,ap-south-c12,r6i.2xlarge,stable,debian-12-v3,0.3181,0.2144,2.9,394.06,0.0473,10,0.7739,50.7,321.13,0,train
22765,eu-west,eu-west-c25,m6i.2xlarge,beta,ubuntu-24.04-v3,0.4128,0.4011,4.438,79.97,1.0804,3,0.9088,112.2,260.5,0,train
22766,sa-east,sa-east-c06,c6i.xlarge,beta,ubuntu-24.04-v2,0.7043,0.6409,5.796,437.21,0.4379,7,0.8143,979.8,361.91,1,train
22767,eu-west,eu-west-c08,r6i.2xlarge,beta,ubuntu-24.04-v3,0.702,0.4702,7.465,1024.96,0.249,12,0.7505,102.6,379.84,0,test
22768,sa-east,sa-east-c12,r6i.2xlarge,stable,ubuntu-24.04-v3,0.4749,0.4948,10.222,690.01,4.0601,14,0.7667,66.6,382.84,0,train
22769,us-east,us-east-c10,c6i.4xlarge,stable,ubuntu-22.04-v2,0.7574,0.7064,9.31,1108.98,0.2466,21,0.6415,1131.0,439.37,1,train
22770,ap-northeast,ap-northeast-c00,c6i.xlarge,stable,debian-12-v3,0.6726,0.5806,12.62,838.53,0.6568,22,0.8389,180.0,364.78,0,train
22771,ap-south,ap-south-c15,m6i.2xlarge,stable,ubuntu-24.04-v1,0.2409,0.172,5.366,181.74,0.2741,6,0.9485,1104.9,288.53,1,train
22772,us-west,us-west-c01,m6i.2xlarge,beta,ubuntu-22.04-v3,0.8011,0.8185,12.881,99.28,0.6001,12,0.9541,169.4,364.76,1,train
22773,ap-south,ap-south-c11,r6i.2xlarge,stable,debian-12-v3,0.3291,0.1721,17.102,106.46,0.0712,11,0.9625,115.9,314.26,1,test
22774,eu-central,eu-central-c12,t3.large,stable,debian-12-v1,0.8355,0.794,12.687,470.31,0.2789,10,0.8838,127.2,330.79,0,train
22775,eu-west,eu-west-c25,m6i.large,canary,al2023-v3,0.79,0.6322,5.051,524.09,0.0414,9,0.9127,46.7,373.45,0,train
22776,eu-central,eu-central-c05,c6i.xlarge,stable,ubuntu-24.04-v1,0.4173,0.2477,6.918,98.77,0.0111,7,0.9623,108.7,293.81,1,train
22777,eu-west,eu-west-c25,t3.large,stable,ubuntu-22.04-v2,0.4706,0.4177,6.697,783.7,0.1227,21,0.9591,760.4,309.18,0,test
22778,sa-east,sa-east-c00,r6i.2xlarge,stable,al2023-v3,0.4568,0.3986,8.65,65.3,0.6411,1,0.9376,833.0,302.74,0,val
22779,eu-central,eu-central-c01,m6i.2xlarge,canary,ubuntu-24.04-v1,0.2683,0.2894,3.632,65.57,0.3251,1,0.9557,144.7,293.22,0,train
22780,us-east,us-east-c19,c6i.xlarge,stable,debian-12-v2,0.5115,0.5145,7.21,97.49,0.221,6,0.9217,56.2,316.19,1,train
22781,eu-west,eu-west-c01,m6i.large,beta,ubuntu-22.04-v3,0.5898,0.4755,12.504,1057.53,0.8309,26,0.8936,109.5,362.24,0,train
22782,us-west,us-west-c21,m6i.2xlarge,canary,ubuntu-24.04-v3,0.6315,0.3088,14.19,1029.58,1.5594,7,0.6447,1403.9,377.18,1,test
22783,eu-west,eu-west-c13,r6i.2xlarge,beta,debian-12-v3,0.8639,0.5524,13.665,136.3,0.9302,2,0.8916,231.2,369.78,1,train
22784,me-central,me-central-c02,m6i.2xlarge,stable,al2023-v3,0.4916,0.4053,2.994,115.38,0.4416,2,0.8197,373.5,295.52,0,train
22785,me-central,me-central-c02,m6i.large,beta,al2023-v1,0.6657,0.762,4.635,406.03,0.3269,8,0.8363,209.8,295.09,0,train
22786,ca-central,ca-central-c13,r6i.2xlarge,beta,ubuntu-22.04-v1,0.661,0.706,16.626,111.88,0.7353,8,0.9058,897.3,358.72,0,train
22787,us-east,us-east-c23,c6i.xlarge,canary,debian-12-v1,0.5595,0.3747,9.235,85.69,2.2595,2,0.9234,141.5,293.91,0,test
22788,ap-northeast,ap-northeast-c12,r6i.2xlarge,stable,ubuntu-22.04-v2,0.7513,0.6451,5.135,923.03,0.1322,10,0.8498,122.3,426.85,0,train
22789,us-east,us-east-c21,t3.large,stable,ubuntu-22.04-v2,0.6959,0.7638,30.023,524.62,0.8804,9,0.8661,476.9,334.69,0,val
22790,eu-central,eu-central-c01,r6i.2xlarge,stable,ubuntu-22.04-v1,0.6091,0.4741,5.999,566.35,0.0187,5,0.7978,1279.2,343.64,0,train
22791,eu-west,eu-west-c22,m6i.large,stable,debian-12-v2,0.6023,0.324,5.72,71.8,0.8505,0,0.9716,1053.6,269.93,0,test
22792,eu-central,eu-central-c10,t3.large,stable,ubuntu-24.04-v3,0.6761,0.2521,4.316,744.09,1.693,1,0.7213,183.6,291.57,0,test
22793,ap-northeast,ap-northeast-c12,c6i.xlarge,stable,ubuntu-22.04-v1,0.1357,0.1386,5.893,168.8,0.1979,10,0.8914,256.8,242.64,0,train
22794,me-central,me-central-c03,c6i.4xlarge,stable,ubuntu-22.04-v2,0.7891,0.4985,17.98,742.76,3.4889,9,0.9589,795.1,400.73,1,test
22795,me-central,me-central-c02,c6i.xlarge,stable,ubuntu-24.04-v1,0.7584,0.4427,10.305,529.33,1.495,3,0.8423,199.3,351.21,0,train
22796,eu-west,eu-west-c09,m6i.2xlarge,stable,ubuntu-22.04-v1,0.8069,0.5927,1.77,520.2,0.2099,4,0.9807,228.1,380.48,0,train
22797,ap-south,ap-south-c08,c6i.xlarge,canary,ubuntu-22.04-v2,0.2538,0.1965,8.71,60.07,1.9405,3,0.9882,919.7,248.42,1,train
22798,ca-central,ca-central-c03,c6i.xlarge,beta,ubuntu-22.04-v3,0.6356,0.243,8.101,994.54,1.9655,7,0.9122,216.6,375.3,0,test
22799,af-south,af-south-c06,m6i.large,stable,ubuntu-22.04-v1,0.6933,0.6666,7.279,788.62,0.1931,18,0.982,140.2,386.85,0,train
22800,ca-central,ca-central-c11,c6i.xlarge,stable,ubuntu-22.04-v2,0.7271,0.3946,6.118,795.53,0.2893,4,0.8047,904.3,334.79,0,train
22801,ap-south,ap-south-c15,t3.large,stable,debian-12-v2,0.6678,0.5453,6.844,705.33,0.0426,8,0.6287,296.0,316.38,1,val
22802,us-west,us-west-c06,m6i.large,canary,debian-12-v3,0.8092,0.5776,6.109,906.98,0.3588,5,0.8411,226.1,343.42,0,train
22803,us-west,us-west-c06,r6i.2xlarge,canary,debian-12-v2,0.3958,0.1571,5.228,1398.89,0.0291,19,0.8231,88.6,377.86,1,train
22804,eu-west,eu-west-c09,m6i.2xlarge,stable,ubuntu-22.04-v3,0.6009,0.5676,7.552,106.35,1.0489,11,0.9942,27.1,343.2,0,test
22805,ap-northeast,ap-northeast-c10,m6i.large,canary,al2023-v2,0.574,0.3706,5.744,754.12,0.8898,6,0.8238,178.3,306.22,1,test
22806,eu-west,eu-west-c25,t3.large,stable,ubuntu-24.04-v2,0.617,0.449,19.203,636.94,1.3432,7,0.8315,305.2,291.21,0,train
22807,me-central,me-central-c03,m6i.large,stable,ubuntu-22.04-v2,0.4099,0.3256,10.889,120.15,0.2355,9,0.9297,74.1,250.54,0,train
22808,eu-west,eu-west-c08,r6i.2xlarge,stable,al2023-v1,0.4478,0.549,6.817,154.91,0.0015,9,0.9643,553.1,318.27,0,test
22809,sa-east,sa-east-c00,c6i.xlarge,stable,ubuntu-22.04-v2,0.7982,0.6478,13.779,394.27,0.3545,8,0.8864,569.5,329.76,1,train
22810,us-east,us-east-c19,m6i.large,beta,debian-12-v1,0.5274,0.1478,30.325,1287.43,1.5487,17,0.8831,960.0,401.0,0,test
22811,ap-south,ap-south-c15,c6i.xlarge,stable,al2023-v3,0.5328,0.4494,9.858,1036.57,0.0548,15,0.8541,34.2,384.31,1,train
22812,eu-west,eu-west-c16,m6i.2xlarge,stable,al2023-v3,0.3122,0.1374,6.361,934.52,0.1133,17,0.9063,830.0,381.66,1,train
22813,us-east,us-east-c07,m6i.2xlarge,beta,debian-12-v2,0.691,0.3496,5.906,983.52,0.4693,10,0.9554,59.9,404.41,0,train
22814,ap-northeast,ap-northeast-c12,m6i.2xlarge,canary,ubuntu-24.04-v2,0.3383,0.4559,9.038,80.25,0.0811,11,0.8804,190.1,287.55,0,val
22815,eu-central,eu-central-c05,r6i.2xlarge,stable,ubuntu-22.04-v1,0.8036,0.2616,4.255,649.33,3.6462,0,0.7412,67.3,393.98,0,train
22816,ap-south,ap-south-c08,t3.large,canary,ubuntu-22.04-v1,0.4242,0.4769,4.899,116.28,0.2746,5,0.8899,539.3,264.33,0,train
22817,me-central,me-central-c06,c6i.xlarge,beta,ubuntu-22.04-v1,0.6114,0.2558,9.561,811.52,1.4553,9,0.9431,126.9,355.64,0,test
22818,us-west,us-west-c05,t3.large,beta,ubuntu-24.04-v3,0.6516,0.607,7.312,724.79,0.3828,13,0.847,51.6,352.56,1,test
22819,us-west,us-west-c02,t3.large,beta,al2023-v1,0.9406,0.7943,4.846,949.12,0.3808,8,0.8238,158.2,382.54,0,test
22820,eu-west,eu-west-c08,r6i.2xlarge,stable,ubuntu-22.04-v1,0.4796,0.7862,2.984,97.76,0.0176,13,0.9577,172.6,341.1,0,test
22821,ap-south,ap-south-c12,m6i.large,beta,ubuntu-22.04-v2,0.596,0.3066,9.819,644.71,0.2955,11,0.9552,56.4,339.7,0,train
22822,us-east,us-east-c05,r6i.2xlarge,stable,ubuntu-24.04-v1,0.4471,0.1537,15.073,783.59,1.5459,11,0.9209,941.5,341.55,0,val
22823,eu-west,eu-west-c08,m6i.large,beta,ubuntu-22.04-v1,0.4172,0.2017,8.578,140.05,0.2644,8,0.959,177.7,267.89,0,train
22824,eu-west,eu-west-c01,m6i.large,beta,debian-12-v1,0.2608,0.127,25.486,121.45,0.2881,12,0.8227,1108.0,288.1,1,test
22825,eu-west,eu-west-c19,r6i.2xlarge,stable,al2023-v2,0.6768,0.6032,22.281,542.65,4.2472,5,0.7288,176.7,370.42,0,train
22826,ca-central,ca-central-c11,m6i.large,stable,ubuntu-22.04-v1,0.4273,0.7168,12.055,133.45,0.42,23,0.9752,416.8,308.59,0,val
22827,ap-south,ap-south-c08,t3.large,stable,ubuntu-22.04-v3,0.5125,0.4983,5.436,166.88,0.2221,9,0.8556,94.6,277.38,1,train
22828,ca-central,ca-central-c07,m6i.2xlarge,canary,al2023-v2,0.495,0.3469,6.472,104.6,0.0637,9,0.9782,60.0,331.54,1,val
22829,us-east,us-east-c21,r6i.2xlarge,stable,ubuntu-22.04-v2,0.7416,0.2659,6.719,1544.23,0.2808,9,0.7738,148.3,433.57,0,train
22830,ap-south,ap-south-c08,c6i.4xlarge,stable,ubuntu-22.04-v1,0.4692,0.5418,22.939,79.45,0.3715,9,0.9945,63.4,358.26,0,train
22831,me-central,me-central-c02,c6i.xlarge,beta,al2023-v1,0.7815,0.7841,2.412,852.44,0.2942,11,0.6817,96.9,386.06,1,test
22832,ap-northeast,ap-northeast-c10,m6i.2xlarge,stable,debian-12-v1,0.7137,0.4913,17.476,523.17,1.1181,5,0.8466,141.1,357.07,0,train
22833,us-west,us-west-c06,m6i.2xlarge,beta,ubuntu-22.04-v1,0.7355,0.7941,3.331,612.0,0.0564,9,0.78,848.7,355.58,0,train
22834,eu-central,eu-central-c05,t3.large,beta,ubuntu-24.04-v2,0.8289,0.4026,14.347,1982.92,0.3591,18,0.7157,986.9,447.53,0,train
22835,ca-central,ca-central-c04,m6i.2xlarge,beta,al2023-v2,0.2474,0.1875,3.281,513.82,0.1336,16,0.8804,912.6,347.67,0,train
22836,me-central,me-central-c02,c6i.xlarge,stable,ubuntu-24.04-v1,0.4827,0.3484,5.611,574.91,0.1802,10,0.8667,153.0,327.48,0,val
22837,us-west,us-west-c01,t3.large,beta,debian-12-v2,0.5331,0.1925,6.723,796.18,0.5962,6,0.7882,245.9,310.14,0,train
22838,af-south,af-south-c05,c6i.xlarge,stable,al2023-v3,0.7436,0.396,5.161,534.08,0.2152,5,0.9631,83.0,324.68,0,train
22839,ca-central,ca-central-c11,c6i.xlarge,stable,debian-12-v3,0.3202,0.42,10.175,119.57,1.9096,13,0.8564,1354.6,289.9,0,val
22840,eu-west,eu-west-c25,c6i.4xlarge,stable,ubuntu-24.04-v2,0.1269,0.1441,4.422,94.79,0.4789,11,0.8303,120.7,327.91,0,test
22841,ca-central,ca-central-c06,c6i.xlarge,stable,ubuntu-22.04-v3,0.6345,0.6312,3.269,117.12,0.0007,6,0.8962,893.2,303.56,0,test
22842,af-south,af-south-c05,m6i.2xlarge,beta,al2023-v1,0.8552,0.8705,5.861,769.46,0.5961,15,0.944,1045.6,426.61,1,val
22843,eu-central,eu-central-c05,c6i.xlarge,stable,ubuntu-22.04-v2,0.4736,0.2926,5.748,594.03,0.4339,5,0.7711,138.4,280.8,0,train
22844,us-east,us-east-c21,m6i.large,stable,ubuntu-22.04-v1,0.7238,0.1874,7.444,1005.61,0.5783,7,0.8523,241.7,373.61,0,val
22845,me-central,me-central-c01,c6i.xlarge,stable,ubuntu-24.04-v3,0.6552,0.4623,5.2,1117.14,1.5214,17,0.9132,920.7,411.03,0,train
22846,us-east,us-east-c22,r6i.2xlarge,stable,al2023-v3,0.2046,0.174,20.333,141.21,0.1093,14,0.8985,975.1,270.78,1,train
22847,ca-central,ca-central-c11,c6i.xlarge,stable,ubuntu-24.04-v3,0.7242,0.7171,2.644,385.68,0.0608,6,0.8933,961.2,337.35,0,train
22848,af-south,af-south-c08,m6i.large,beta,al2023-v3,0.6938,0.3421,11.652,600.51,0.7113,8,0.9046,231.0,321.95,0,train
22849,sa-east,sa-east-c07,m6i.2xlarge,beta,ubuntu-22.04-v1,0.5375,0.5653,12.666,80.58,0.197,3,0.9719,182.3,309.46,0,train
22850,us-east,us-east-c07,c6i.4xlarge,canary,ubuntu-22.04-v2,0.3888,0.1596,18.56,338.83,1.7187,6,0.9638,794.4,328.76,1,val
22851,us-east,us-east-c23,t3.large,stable,ubuntu-22.04-v3,0.2425,0.2294,6.062,88.25,0.0513,4,0.9141,1012.6,241.36,0,train
22852,ap-northeast,ap-northeast-c01,m6i.large,beta,debian-12-v1,0.34,0.2993,9.706,123.89,0.0809,7,0.8919,115.5,272.84,0,train
22853,eu-west,eu-west-c03,m6i.2xlarge,stable,ubuntu-22.04-v3,0.6708,0.6079,5.835,131.47,2.1553,6,0.8284,1108.1,313.79,0,train
22854,us-east,us-east-c15,m6i.large,beta,ubuntu-22.04-v1,0.5602,0.5532,7.678,179.78,0.1782,12,0.9841,141.4,325.76,0,train
22855,ap-south,ap-south-c15,c6i.xlarge,beta,ubuntu-24.04-v3,0.7386,0.6071,16.94,336.22,0.0362,12,0.9305,57.5,358.6,1,train
22856,us-west,us-west-c00,m6i.2xlarge,stable,ubuntu-24.04-v3,0.5257,0.5714,4.554,378.01,0.6794,9,0.8987,48.5,360.43,0,train
22857,eu-west,eu-west-c03,m6i.large,stable,ubuntu-22.04-v2,0.6947,0.502,5.621,479.86,0.418,5,0.7031,276.9,321.05,0,val
22858,us-west,us-west-c06,t3.large,stable,ubuntu-22.04-v3,0.2249,0.4439,21.602,61.19,0.8083,10,0.8394,1042.0,245.75,0,train
22859,af-south,af-south-c06,m6i.2xlarge,beta,al2023-v1,0.8897,0.5836,9.659,746.8,0.3427,9,0.982,165.1,392.48,1,test
22860,eu-central,eu-central-c03,m6i.large,stable,ubuntu-22.04-v2,0.7579,0.4313,5.44,943.09,0.2797,10,0.7794,94.8,382.75,0,val
22861,ap-northeast,ap-northeast-c10,m6i.large,canary,ubuntu-22.04-v3,0.8677,0.4582,9.097,499.82,0.3243,3,0.9557,110.6,332.54,0,train
22862,us-east,us-east-c13,c6i.xlarge,stable,ubuntu-24.04-v3,0.5711,0.5854,12.335,477.67,0.0117,6,0.7777,148.4,326.25,0,train
22863,ca-central,ca-central-c03,c6i.xlarge,canary,ubuntu-24.04-v1,0.8409,0.5072,6.804,1496.62,0.3289,10,0.8572,29.5,427.37,0,train
22864,ap-northeast,ap-northeast-c01,r6i.2xlarge,stable,al2023-v1,0.6147,0.4762,6.092,968.79,0.027,15,0.8594,112.2,431.6,0,train
22865,ap-northeast,ap-northeast-c12,m6i.large,stable,debian-12-v2,0.358,0.3691,23.334,83.51,0.199,11,0.9693,854.3,255.36,1,test
22866,eu-west,eu-west-c09,m6i.large,stable,ubuntu-22.04-v3,0.7598,0.7949,4.279,843.45,0.2491,14,0.8518,864.7,398.37,0,val
22867,ca-central,ca-central-c09,r6i.2xlarge,beta,ubuntu-22.04-v1,0.6797,0.4397,5.994,521.32,0.1354,4,0.7879,111.5,340.86,0,val
22868,us-east,us-east-c15,t3.large,stable,debian-12-v2,0.7155,0.4028,8.001,1396.38,0.0469,13,0.7821,60.7,367.73,0,test
22869,us-west,us-west-c05,t3.large,beta,ubuntu-22.04-v1,0.6231,0.3346,23.995,733.16,1.7363,14,0.9119,456.5,359.33,1,train
22870,sa-east,sa-east-c00,r6i.2xlarge,stable,al2023-v2,0.7971,0.5555,9.935,1028.31,0.194,17,0.8697,77.2,415.19,1,train
22871,ap-northeast,ap-northeast-c10,m6i.2xlarge,beta,al2023-v2,0.7577,0.5364,9.712,628.81,0.7964,12,0.8092,1079.5,410.84,0,test
22872,us-east,us-east-c05,c6i.xlarge,beta,al2023-v2,0.7838,0.589,5.921,754.77,0.0584,12,0.9018,292.8,390.9,0,train
22873,ap-south,ap-south-c12,t3.large,beta,debian-12-v2,0.3721,0.5134,12.449,172.24,0.0078,7,0.7249,167.8,255.21,0,val
22874,eu-west,eu-west-c19,m6i.2xlarge,stable,debian-12-v3,0.6786,0.7386,4.606,108.9,0.002,9,0.9433,214.9,328.97,0,train
22875,eu-west,eu-west-c23,c6i.xlarge,stable,debian-12-v3,0.5599,0.6414,11.309,507.93,2.5281,13,0.8496,987.4,306.05,0,val
22876,ap-south,ap-south-c12,t3.large,stable,ubuntu-22.04-v2,0.785,0.7025,27.62,484.7,1.9813,14,0.8206,121.5,348.28,1,test
22877,eu-west,eu-west-c08,c6i.xlarge,beta,al2023-v2,0.8929,0.4926,9.965,790.3,0.7223,4,0.9099,81.2,348.59,0,train
22878,sa-east,sa-east-c07,c6i.xlarge,stable,ubuntu-22.04-v2,0.681,0.2311,7.413,496.95,1.8618,3,0.9401,77.9,337.22,0,train
22879,ap-northeast,ap-northeast-c02,m6i.large,stable,ubuntu-24.04-v1,0.5,0.3706,10.344,979.28,0.0057,13,0.8105,102.9,330.5,0,train
22880,af-south,af-south-c08,t3.large,stable,ubuntu-22.04-v3,0.4588,0.347,12.739,1256.98,0.2072,22,0.8052,919.0,378.73,0,train
22881,ap-south,ap-south-c08,c6i.4xlarge,stable,al2023-v1,0.4886,0.6722,12.304,97.34,0.0602,8,0.9159,30.7,321.89,0,test
22882,eu-central,eu-central-c01,t3.large,stable,debian-12-v1,0.6954,0.3809,7.068,933.86,0.0017,11,0.9921,119.8,340.47,0,train
22883,ap-south,ap-south-c07,r6i.2xlarge,stable,ubuntu-24.04-v3,0.5244,0.343,5.909,427.44,0.0814,5,0.8983,143.8,366.12,0,train
22884,us-east,us-east-c25,t3.large,stable,debian-12-v3,0.5926,0.4274,16.488,354.74,0.6711,11,0.9066,889.3,305.62,0,train
22885,sa-east,sa-east-c12,m6i.2xlarge,stable,ubuntu-22.04-v1,0.5562,0.4815,4.046,167.11,0.6984,4,0.9088,61.2,301.76,0,train
22886,us-east,us-east-c21,m6i.2xlarge,stable,ubuntu-22.04-v1,0.7167,0.5568,5.653,1006.91,1.1461,19,0.9517,268.7,415.86,0,train
22887,us-east,us-east-c26,r6i.2xlarge,beta,ubuntu-22.04-v2,0.6683,0.462,12.475,1118.43,0.5871,23,0.883,142.8,436.22,1,train
22888,af-south,af-south-c02,t3.large,canary,ubuntu-22.04-v3,0.4129,0.2727,4.611,497.75,0.4483,5,0.894,164.6,273.15,0,val
22889,sa-east,sa-east-c07,m6i.large,stable,debian-12-v3,0.7595,0.7817,11.333,94.75,0.4531,6,0.96,69.4,343.15,0,test
22890,sa-east,sa-east-c07,c6i.xlarge,stable,ubuntu-22.04-v1,0.4137,0.4448,18.151,845.82,0.8006,20,0.7797,1375.0,330.85,0,train
22891,me-central,me-central-c05,m6i.2xlarge,stable,al2023-v3,0.8319,0.4463,3.967,1318.76,0.1673,13,0.9765,897.4,430.66,1,test
22892,eu-west,eu-west-c08,m6i.2xlarge,beta,debian-12-v2,0.5601,0.5501,6.626,875.07,0.4242,15,0.8022,343.4,378.27,0,test
22893,sa-east,sa-east-c12,m6i.large,beta,ubuntu-24.04-v1,0.4009,0.058,11.281,899.91,0.1734,7,0.7678,1138.5,286.25,0,train
22894,af-south,af-south-c06,t3.large,stable,debian-12-v1,0.4856,0.4379,9.26,83.08,0.0231,2,0.837,707.2,244.26,0,train
22895,af-south,af-south-c08,m6i.large,stable,ubuntu-22.04-v2,0.4454,0.4142,9.148,322.59,0.0064,6,0.774,65.9,267.74,0,train
22896,sa-east,sa-east-c12,c6i.xlarge,stable,ubuntu-24.04-v3,0.3487,0.1638,17.956,583.97,0.6074,8,0.8997,1217.2,303.21,0,train
22897,ap-northeast,ap-northeast-c12,c6i.4xlarge,stable,debian-12-v2,0.5663,0.4958,10.277,441.08,0.1175,7,0.8154,803.1,373.57,0,train
22898,eu-west,eu-west-c13,c6i.xlarge,beta,ubuntu-22.04-v1,0.7092,0.7253,3.056,420.6,0.2588,9,0.8026,467.9,307.8,0,train
22899,eu-central,eu-central-c13,c6i.xlarge,stable,debian-12-v1,0.5217,0.3758,7.911,830.53,0.291,8,0.8212,189.6,340.4,0,test
22900,me-central,me-central-c02,m6i.large,beta,ubuntu-24.04-v1,0.7966,0.5005,8.27,1088.57,0.4784,11,0.9099,145.0,375.49,0,train
22901,us-west,us-west-c06,m6i.2xlarge,stable,debian-12-v3,0.5224,0.3795,7.657,124.7,0.7931,2,0.7459,39.0,292.18,0,val
22902,eu-central,eu-central-c10,c6i.xlarge,stable,ubuntu-24.04-v1,0.3097,0.1875,18.454,146.26,0.3277,13,0.934,164.2,297.37,1,train
22903,us-east,us-east-c14,m6i.2xlarge,beta,ubuntu-22.04-v1,0.2931,0.2082,6.369,397.24,0.2633,7,0.8061,305.2,303.74,1,val
22904,ca-central,ca-central-c11,r6i.2xlarge,beta,debian-12-v2,0.536,0.7307,9.118,80.04,0.3419,6,0.8563,1313.6,324.91,0,train
22905,us-east,us-east-c15,m6i.large,beta,ubuntu-22.04-v3,0.6714,0.4896,21.992,544.8,1.6447,10,0.8923,276.0,357.3,1,test
22906,ap-northeast,ap-northeast-c10,c6i.xlarge,stable,ubuntu-22.04-v1,0.9083,0.6758,5.372,1178.78,2.1549,10,0.9679,346.7,403.08,1,train
22907,us-east,us-east-c25,m6i.2xlarge,stable,debian-12-v3,0.7052,0.4585,8.341,756.16,0.0176,16,0.992,78.6,403.49,0,train
22908,us-west,us-west-c06,m6i.large,stable,debian-12-v1,0.7293,0.4095,3.802,1070.24,0.0002,12,0.8796,125.4,368.72,0,train
22909,us-east,us-east-c15,c6i.4xlarge,stable,ubuntu-24.04-v3,0.6294,0.3983,24.064,767.06,0.245,18,0.9232,75.9,421.07,1,test
22910,us-east,us-east-c19,c6i.xlarge,stable,ubuntu-22.04-v1,0.531,0.167,13.394,807.14,1.3774,8,0.8751,134.7,367.78,0,val
22911,eu-west,eu-west-c19,r6i.2xlarge,beta,ubuntu-24.04-v2,0.4273,0.3147,2.504,121.66,0.0063,5,0.981,540.0,302.51,0,train
22912,ap-south,ap-south-c15,c6i.xlarge,stable,ubuntu-24.04-v3,0.6424,0.548,9.314,123.1,3.7269,2,0.8581,1213.1,297.04,0,val
22913,ap-northeast,ap-northeast-c09,m6i.2xlarge,canary,ubuntu-22.04-v3,0.3861,0.3415,8.828,74.2,0.941,0,0.9156,955.5,300.11,0,val
22914,ap-south,ap-south-c19,t3.large,stable,ubuntu-22.04-v2,0.3882,0.5074,24.11,63.69,1.6216,5,0.9408,76.6,269.62,0,train
22915,us-east,us-east-c19,m6i.large,stable,ubuntu-22.04-v1,0.5071,0.4342,8.215,424.87,0.9437,11,0.9697,114.8,342.02,0,test
22916,eu-west,eu-west-c19,m6i.large,stable,al2023-v3,0.5586,0.4707,6.508,707.37,0.1445,15,0.954,155.4,341.97,0,test
22917,ap-northeast,ap-northeast-c10,m6i.large,beta,ubuntu-24.04-v2,0.5061,0.4522,13.598,158.94,1.7086,12,0.8856,105.7,299.45,0,train
22918,me-central,me-central-c06,c6i.xlarge,stable,ubuntu-24.04-v1,0.7012,0.4041,3.719,236.29,0.2135,3,0.9798,107.4,317.29,0,val
22919,ca-central,ca-central-c10,m6i.2xlarge,stable,al2023-v3,0.6854,0.3889,9.36,722.16,1.1493,11,0.8741,172.6,389.76,1,val
22920,eu-central,eu-central-c10,r6i.2xlarge,stable,ubuntu-22.04-v2,0.7522,0.7164,8.899,121.08,0.2092,6,0.9622,154.8,351.76,0,train
22921,eu-west,eu-west-c22,m6i.large,stable,ubuntu-24.04-v3,0.4696,0.391,5.77,166.99,0.4623,10,0.982,968.6,274.04,0,train
22922,eu-west,eu-west-c25,m6i.large,stable,al2023-v3,0.2783,0.2925,8.397,90.08,0.8495,5,0.9039,198.9,225.7,0,train
22923,eu-west,eu-west-c13,m6i.large,canary,ubuntu-22.04-v3,0.7668,0.548,3.86,1103.14,0.1316,16,0.9099,89.5,360.3,0,test
22924,ap-south,ap-south-c10,m6i.2xlarge,beta,ubuntu-24.04-v1,0.6346,0.4919,10.686,168.97,1.1661,8,0.9591,1262.0,339.48,0,test
22925,ap-northeast,ap-northeast-c10,r6i.2xlarge,stable,ubuntu-22.04-v1,0.5114,0.3427,7.245,702.22,0.1079,6,0.7498,243.6,353.65,0,train
22926,ap-northeast,ap-northeast-c10,r6i.2xlarge,stable,ubuntu-24.04-v1,0.7149,0.3811,9.943,775.33,0.8413,3,0.779,1289.8,351.56,0,train
22927,sa-east,sa-east-c00,m6i.2xlarge,stable,ubuntu-24.04-v3,0.7012,0.5487,4.469,610.19,0.4503,8,0.8584,111.8,380.47,0,val
22928,ap-south,ap-south-c10,c6i.xlarge,stable,ubuntu-22.04-v2,0.8221,0.7271,15.355,606.5,0.2283,9,0.8302,860.8,362.63,1,train
22929,me-central,me-central-c02,m6i.large,stable,ubuntu-22.04-v3,0.6336,0.4133,7.503,1042.62,0.0298,14,0.8833,169.6,367.86,0,test
22930,ap-south,ap-south-c10,c6i.4xlarge,stable,ubuntu-22.04-v3,0.4731,0.267,6.396,583.84,1.4497,6,0.7998,741.5,355.89,0,train
22931,eu-central,eu-central-c05,c6i.4xlarge,canary,ubuntu-22.04-v3,0.7015,0.361,13.437,819.73,0.2148,9,0.9608,1157.7,398.78,0,val
22932,us-west,us-west-c06,m6i.2xlarge,canary,ubuntu-24.04-v3,0.7714,0.3781,6.677,852.04,3.3674,7,0.7784,209.0,412.42,0,val
22933,ap-south,ap-south-c12,c6i.4xlarge,stable,ubuntu-22.04-v3,0.6584,0.6736,12.007,67.86,0.5667,6,0.9604,127.9,355.77,1,train
22934,ap-south,ap-south-c10,c6i.4xlarge,stable,ubuntu-22.04-v3,0.8265,0.8479,5.408,103.78,0.1788,5,0.9296,1038.5,392.58,0,train
22935,eu-west,eu-west-c25,r6i.2xlarge,stable,al2023-v3,0.4882,0.2871,15.723,418.34,0.8232,11,0.8818,159.6,338.93,0,val
22936,ap-northeast,ap-northeast-c09,m6i.large,stable,ubuntu-22.04-v2,0.8453,0.8516,3.323,90.17,0.0233,2,0.9605,1007.4,309.66,0,train
